date,prefecture_code,gender,elderly,status,count
2021-08-27,09,F,1,2,791
2021-08-27,09,M,0,1,4369
2021-08-27,09,M,0,2,5180
2021-08-27,09,M,1,1,109
2021-08-27,09,M,1,2,635
2021-08-27,09,U,NA,1,31
2021-08-27,09,U,NA,2,68
2021-08-27,10,F,0,1,5580
2021-08-27,10,F,0,2,5933
2021-08-27,10,F,1,1,152
2021-08-27,10,F,1,2,327
2021-08-27,10,M,0,1,5788
2021-08-27,10,M,0,2,6605
2021-08-27,10,M,1,1,137
2021-08-27,10,M,1,2,276
2021-08-27,10,U,NA,1,52
2021-08-27,10,U,NA,2,73
2021-08-27,11,F,0,1,21948
2021-08-27,11,F,0,2,17045
2021-08-27,11,F,1,1,642
2021-08-27,11,F,1,2,1359
2021-08-27,11,M,0,1,19450
2021-08-27,11,M,0,2,16707
2021-08-27,11,M,1,1,406
2021-08-27,11,M,1,2,1092
2021-08-27,11,U,NA,1,153
2021-08-27,11,U,NA,2,197
2021-08-27,12,F,0,1,18089
2021-08-27,12,F,0,2,15242
2021-08-27,12,F,1,1,752
2021-08-27,12,F,1,2,1513
2021-08-27,12,M,0,1,17025
2021-08-27,12,M,0,2,15127
2021-08-27,12,M,1,1,537
2021-08-27,12,M,1,2,1244
2021-08-27,12,U,NA,1,161
2021-08-27,12,U,NA,2,204
2021-08-27,13,F,0,1,39281
2021-08-27,13,F,0,2,42596
2021-08-27,13,F,1,1,1002
2021-08-27,13,F,1,2,1589
2021-08-27,13,M,0,1,33261
2021-08-27,13,M,0,2,37726
2021-08-27,13,M,1,1,693
2021-08-27,13,M,1,2,1097
2021-08-27,13,U,0,2,8
2021-08-27,13,U,NA,1,471
2021-08-27,13,U,NA,2,713
2021-08-27,14,F,0,1,22113
2021-08-27,14,F,0,2,24265
2021-08-27,14,F,1,1,942
2021-08-27,14,F,1,2,1865
2021-08-27,14,M,0,1,20978
2021-08-27,14,M,0,2,24506
2021-08-27,14,M,1,1,723
2021-08-27,14,M,1,2,1436
2021-08-27,14,U,0,1,2
2021-08-27,14,U,NA,1,342
2021-08-27,14,U,NA,2,416
2021-08-27,15,F,0,1,5632
2021-08-27,15,F,0,2,3510
2021-08-27,15,F,1,1,208
2021-08-27,15,F,1,2,292
2021-08-27,15,M,0,1,5018
2021-08-27,15,M,0,2,3849
2021-08-27,15,M,1,1,160
2021-08-27,15,M,1,2,261
2021-08-27,15,U,NA,1,36
2021-08-27,15,U,NA,2,32
2021-08-27,16,F,0,1,3296
2021-08-27,16,F,0,2,2361
2021-08-27,16,F,1,1,176
2021-08-27,16,F,1,2,358
2021-08-27,16,M,0,1,2834
2021-08-27,16,M,0,2,2494
2021-08-27,16,M,1,1,119
2021-08-27,16,M,1,2,259
2021-08-27,16,U,NA,1,19
2021-08-27,16,U,NA,2,29
2021-08-27,17,F,0,1,2690
2021-08-27,17,F,0,2,2176
2021-08-27,17,F,1,1,72
2021-08-27,17,F,1,2,56
2021-08-27,17,M,0,1,2773
2021-08-27,17,M,0,2,2311
2021-08-27,17,M,1,1,43
2021-08-27,17,M,1,2,50
2021-08-27,17,U,NA,1,205
2021-08-27,17,U,NA,2,22
2021-08-27,18,F,0,1,2056
2021-08-27,18,F,0,2,2046
2021-08-27,18,F,1,1,54
2021-08-27,18,F,1,2,212
2021-08-27,18,M,0,1,1987
2021-08-27,18,M,0,2,2070
2021-08-27,18,M,1,1,63
2021-08-27,18,M,1,2,172
2021-08-27,18,U,NA,1,6
2021-08-27,18,U,NA,2,9
2021-08-27,19,F,0,1,2287
2021-08-27,19,F,0,2,1673
2021-08-27,19,F,1,1,57
2021-08-27,19,F,1,2,173
2021-08-27,19,M,0,1,2394
2021-08-27,19,M,0,2,1749
2021-08-27,19,M,1,1,45
2021-08-27,19,M,1,2,116
2021-08-27,19,U,NA,1,8
2021-08-27,19,U,NA,2,17
2021-08-27,20,F,0,1,4634
2021-08-27,20,F,0,2,4118
2021-08-27,20,F,1,1,95
2021-08-27,20,F,1,2,300
2021-08-27,20,M,0,1,4230
2021-08-27,20,M,0,2,4203
2021-08-27,20,M,1,1,91
2021-08-27,20,M,1,2,250
2021-08-27,20,U,NA,1,43
2021-08-27,20,U,NA,2,72
2021-08-27,21,F,0,1,4224
2021-08-27,21,F,0,2,4340
2021-08-27,21,F,1,1,62
2021-08-27,21,F,1,2,120
2021-08-27,21,M,0,1,3966
2021-08-27,21,M,0,2,4295
2021-08-27,21,M,1,1,47
2021-08-27,21,M,1,2,71
2021-08-27,21,U,0,1,9
2021-08-27,21,U,0,2,284
2021-08-27,21,U,1,1,1
2021-08-27,21,U,1,2,129
2021-08-27,21,U,NA,1,36
2021-08-27,21,U,NA,2,36
2021-08-27,22,F,0,1,8837
2021-08-27,22,F,0,2,8745
2021-08-27,22,F,1,1,601
2021-08-27,22,F,1,2,905
2021-08-27,22,M,0,1,8409
2021-08-27,22,M,0,2,9458
2021-08-27,22,M,1,1,484
2021-08-27,22,M,1,2,733
2021-08-27,22,U,NA,1,90
2021-08-27,22,U,NA,2,77
2021-08-27,23,F,0,1,20060
2021-08-27,23,F,0,2,22553
2021-08-27,23,F,1,1,454
2021-08-27,23,F,1,2,1187
2021-08-27,23,M,0,1,18104
2021-08-27,23,M,0,2,27211
2021-08-27,23,M,1,1,328
2021-08-27,23,M,1,2,958
2021-08-27,23,U,NA,1,258
2021-08-27,23,U,NA,2,353
2021-08-27,24,F,0,1,4213
2021-08-27,24,F,0,2,3644
2021-08-27,24,F,1,1,179
2021-08-27,24,F,1,2,375
2021-08-27,24,M,0,1,4079
2021-08-27,24,M,0,2,3973
2021-08-27,24,M,1,1,109
2021-08-27,24,M,1,2,276
2021-08-27,24,U,NA,1,25
2021-08-27,24,U,NA,2,36
2021-08-27,25,F,0,1,2780
2021-08-27,25,F,0,2,4501
2021-08-27,25,F,1,1,75
2021-08-27,25,F,1,2,162
2021-08-27,25,F,NA,1,1
2021-08-27,25,M,0,1,2462
2021-08-27,25,M,0,2,4295
2021-08-27,25,M,1,1,54
2021-08-27,25,M,1,2,133
2021-08-27,25,U,NA,1,22
2021-08-27,25,U,NA,2,12
2021-08-27,26,F,0,1,6050
2021-08-27,26,F,0,2,4646
2021-08-27,26,F,1,1,249
2021-08-27,26,F,1,2,506
2021-08-27,26,M,0,1,5662
2021-08-27,26,M,0,2,4507
2021-08-27,26,M,1,1,190
2021-08-27,26,M,1,2,357
2021-08-27,26,U,NA,1,59
2021-08-27,26,U,NA,2,67
2021-08-27,27,F,0,1,24649
2021-08-27,27,F,0,2,19528
2021-08-27,27,F,1,1,980
2021-08-27,27,F,1,2,1450
2021-08-27,27,M,0,1,21282
2021-08-27,27,M,0,2,17560
2021-08-27,27,M,1,1,698
2021-08-27,27,M,1,2,1144
2021-08-27,27,U,NA,1,169
2021-08-27,27,U,NA,2,267
2021-08-27,28,F,0,1,14881
2021-08-27,28,F,0,2,10765
2021-08-27,28,F,1,1,555
2021-08-27,28,F,1,2,801
2021-08-27,28,M,0,1,13178
2021-08-27,28,M,0,2,10453
2021-08-27,28,M,1,1,375
2021-08-27,28,M,1,2,645
2021-08-27,28,U,0,1,5
2021-08-27,28,U,0,2,1
2021-08-27,28,U,1,1,1
2021-08-27,28,U,NA,1,77
2021-08-27,28,U,NA,2,95
2021-08-27,29,F,0,1,3820
2021-08-27,29,F,0,2,2493
2021-08-27,29,F,1,1,127
2021-08-27,29,F,1,2,234
2021-08-27,29,M,0,1,3155
2021-08-27,29,M,0,2,2412
2021-08-27,29,M,1,1,72
2021-08-27,29,M,1,2,189
2021-08-27,29,U,NA,1,32
2021-08-27,29,U,NA,2,15
2021-08-27,30,F,0,1,1941
2021-08-27,30,F,0,2,2180
2021-08-27,30,F,1,1,67
2021-08-27,30,F,1,2,127
2021-08-27,30,M,0,1,1749
2021-08-27,30,M,0,2,2143
2021-08-27,30,M,1,1,59
2021-08-27,30,M,1,2,75
2021-08-27,30,U,NA,1,9
2021-08-27,30,U,NA,2,19
2021-08-27,31,F,0,1,1338
2021-08-27,31,F,0,2,930
2021-08-27,31,F,1,1,48
2021-08-27,31,F,1,2,86
2021-08-27,31,M,0,1,1292
2021-08-27,31,M,0,2,1008
2021-08-27,31,M,1,1,44
2021-08-27,31,M,1,2,50
2021-08-27,31,U,NA,1,10
2021-08-27,31,U,NA,2,13
2021-08-27,32,F,0,1,1598
2021-08-27,32,F,0,2,1243
2021-08-27,32,F,1,1,140
2021-08-27,32,F,1,2,315
2021-08-27,32,M,0,1,1735
2021-08-27,32,M,0,2,1140
2021-08-27,32,M,1,1,101
2021-08-27,32,M,1,2,288
2021-08-27,32,U,NA,1,11
2021-08-27,32,U,NA,2,23
2021-08-27,33,F,0,1,4826
2021-08-27,33,F,0,2,3050
2021-08-27,33,F,1,1,104
2021-08-27,33,F,1,2,203
2021-08-27,33,M,0,1,4424
2021-08-27,33,M,0,2,3704
2021-08-27,33,M,1,1,85
2021-08-27,33,M,1,2,167
2021-08-27,33,U,NA,1,31
2021-08-27,33,U,NA,2,37
2021-08-27,34,F,0,1,5836
2021-08-27,34,F,0,2,9094
2021-08-27,34,F,1,1,275
2021-08-27,34,F,1,2,962
2021-08-27,34,M,0,1,5729
2021-08-27,34,M,0,2,9963
2021-08-27,34,M,1,1,227
2021-08-27,34,M,1,2,742
2021-08-27,34,U,NA,1,42
2021-08-27,34,U,NA,2,62
2021-08-27,35,F,0,1,3046
2021-08-27,35,F,0,2,3448
2021-08-27,35,F,1,1,112
2021-08-27,35,F,1,2,293
2021-08-27,35,M,0,1,2895
2021-08-27,35,M,0,2,3546
2021-08-27,35,M,1,1,90
2021-08-27,35,M,1,2,228
2021-08-27,35,U,NA,1,29
2021-08-27,35,U,NA,2,34
2021-08-27,36,F,0,1,1726
2021-08-27,36,F,0,2,1866
2021-08-27,36,F,1,1,73
2021-08-27,36,F,1,2,74
2021-08-27,36,M,0,1,1521
2021-08-27,36,M,0,2,1915
2021-08-27,36,M,1,1,57
2021-08-27,36,M,1,2,58
2021-08-27,36,U,NA,1,17
2021-08-27,36,U,NA,2,12
2021-08-27,37,F,0,1,2163
2021-08-27,37,F,0,2,2834
2021-08-27,37,F,1,1,79
2021-08-27,37,F,1,2,224
2021-08-27,37,M,0,1,1900
2021-08-27,37,M,0,2,2510
2021-08-27,37,M,1,1,55
2021-08-27,37,M,1,2,149
2021-08-27,37,U,NA,1,11
2021-08-27,37,U,NA,2,20
2021-08-27,38,F,0,1,3566
2021-08-27,38,F,0,2,3626
2021-08-27,38,F,1,1,64
2021-08-27,38,F,1,2,201
2021-08-27,38,M,0,1,2951
2021-08-27,38,M,0,2,3098
2021-08-27,38,M,1,1,30
2021-08-27,38,M,1,2,177
2021-08-27,38,U,NA,1,37
2021-08-27,38,U,NA,2,36
2021-08-27,39,F,0,1,1244
2021-08-27,39,F,0,2,1809
2021-08-27,39,F,1,1,29
2021-08-27,39,F,1,2,83
2021-08-27,39,M,0,1,1230
2021-08-27,39,M,0,2,1715
2021-08-27,39,M,1,1,30
2021-08-27,39,M,1,2,55
2021-08-27,39,U,NA,1,5
2021-08-27,39,U,NA,2,11
2021-08-27,40,F,0,1,12542
2021-08-27,40,F,0,2,12906
2021-08-27,40,F,1,1,311
2021-08-27,40,F,1,2,560
2021-08-27,40,M,0,1,10582
2021-08-27,40,M,0,2,12493
2021-08-27,40,M,1,1,221
2021-08-27,40,M,1,2,463
2021-08-27,40,U,0,1,297
2021-08-27,40,U,0,2,381
2021-08-27,40,U,1,2,1
2021-08-27,40,U,NA,1,77
2021-08-27,40,U,NA,2,93
2021-08-27,41,F,0,1,2065
2021-08-27,41,F,0,2,1470
2021-08-27,41,F,1,1,42
2021-08-27,41,F,1,2,95
2021-08-27,41,M,0,1,1806
2021-08-27,41,M,0,2,1462
2021-08-27,41,M,1,1,32
2021-08-27,41,M,1,2,72
2021-08-27,41,U,NA,1,23
2021-08-27,41,U,NA,2,35
2021-08-27,42,F,0,1,2951
2021-08-27,42,F,0,2,2864
2021-08-27,42,F,1,1,166
2021-08-27,42,F,1,2,495
2021-08-27,42,M,0,1,2967
2021-08-27,42,M,0,2,3510
2021-08-27,42,M,1,1,137
2021-08-27,42,M,1,2,373
2021-08-27,42,U,NA,1,15
2021-08-27,42,U,NA,2,29
2021-08-27,43,F,0,1,3962
2021-08-27,43,F,0,2,4676
2021-08-27,43,F,1,1,113
2021-08-27,43,F,1,2,176
2021-08-27,43,M,0,1,3710
2021-08-27,43,M,0,2,4973
2021-08-27,43,M,1,1,95
2021-08-27,43,M,1,2,171
2021-08-27,43,U,NA,1,24
2021-08-27,43,U,NA,2,49
2021-08-27,44,F,0,1,2478
2021-08-27,44,F,0,2,2225
2021-08-27,44,F,1,1,139
2021-08-27,44,F,1,2,192
2021-08-27,44,M,0,1,2377
2021-08-27,44,M,0,2,2349
2021-08-27,44,M,1,1,82
2021-08-27,44,M,1,2,155
2021-08-27,44,U,NA,1,13
2021-08-27,44,U,NA,2,18
2021-08-27,45,F,0,1,2602
2021-08-27,45,F,0,2,2105
2021-08-27,45,F,1,1,156
2021-08-27,45,F,1,2,239
2021-08-27,45,M,0,1,2741
2021-08-27,45,M,0,2,2044
2021-08-27,45,M,1,1,113
2021-08-27,45,M,1,2,200
2021-08-27,45,U,NA,1,95
2021-08-27,45,U,NA,2,45
2021-08-27,46,F,0,1,4710
2021-08-27,46,F,0,2,3562
2021-08-27,46,F,1,1,214
2021-08-27,46,F,1,2,350
2021-08-27,46,M,0,1,4384
2021-08-27,46,M,0,2,3332
2021-08-27,46,M,1,1,164
2021-08-27,46,M,1,2,308
2021-08-27,46,U,NA,1,23
2021-08-27,46,U,NA,2,19
2021-08-27,47,F,0,1,2037
2021-08-27,47,F,0,2,3332
2021-08-27,47,F,1,1,181
2021-08-27,47,F,1,2,336
2021-08-27,47,M,0,1,1912
2021-08-27,47,M,0,2,3292
2021-08-27,47,M,1,1,107
2021-08-27,47,M,1,2,245
2021-08-27,47,U,NA,1,24
2021-08-27,47,U,NA,2,34
2021-08-28,01,F,0,1,11431
2021-08-28,01,F,0,2,10681
2021-08-28,01,F,1,1,676
2021-08-28,01,F,1,2,2050
2021-08-28,01,M,0,1,12256
2021-08-28,01,M,0,2,11010
2021-08-28,01,M,1,1,563
2021-08-28,01,M,1,2,1573
2021-08-28,01,U,NA,1,57
2021-08-28,01,U,NA,2,93
2021-08-28,02,F,0,1,3750
2021-08-28,02,F,0,2,3354
2021-08-28,02,F,1,1,135
2021-08-28,02,F,1,2,192
2021-08-28,02,M,0,1,4113
2021-08-28,02,M,0,2,3816
2021-08-28,02,M,1,1,119
2021-08-28,02,M,1,2,167
2021-08-28,02,U,NA,1,70
2021-08-28,02,U,NA,2,34
2021-08-28,03,F,0,1,2786
2021-08-28,03,F,0,2,2277
2021-08-28,03,F,1,1,109
2021-08-28,03,F,1,2,398
2021-08-28,03,M,0,1,3386
2021-08-28,03,M,0,2,3206
2021-08-28,03,M,1,1,109
2021-08-28,03,M,1,2,440
2021-08-28,03,U,NA,1,38
2021-08-28,03,U,NA,2,29
2021-08-28,04,F,0,1,6314
2021-08-28,04,F,0,2,5221
2021-08-28,04,F,1,1,155
2021-08-28,04,F,1,2,282
2021-08-28,04,M,0,1,6965
2021-08-28,04,M,0,2,6435
2021-08-28,04,M,1,1,136
2021-08-28,04,M,1,2,317
2021-08-28,04,U,NA,1,37
2021-08-28,04,U,NA,2,38
2021-08-28,05,F,0,1,2095
2021-08-28,05,F,0,2,2458
2021-08-28,05,F,1,1,50
2021-08-28,05,F,1,2,241
2021-08-28,05,M,0,1,2359
2021-08-28,05,M,0,2,2718
2021-08-28,05,M,1,1,56
2021-08-28,05,M,1,2,243
2021-08-28,05,U,NA,1,10
2021-08-28,05,U,NA,2,29
2021-08-28,06,F,0,1,2544
2021-08-28,06,F,0,2,4761
2021-08-28,06,F,1,1,46
2021-08-28,06,F,1,2,310
2021-08-28,06,M,0,1,2979
2021-08-28,06,M,0,2,5213
2021-08-28,06,M,1,1,40
2021-08-28,06,M,1,2,316
2021-08-28,06,U,NA,1,40
2021-08-28,06,U,NA,2,39
2021-08-28,07,F,0,1,4603
2021-08-28,07,F,0,2,4097
2021-08-28,07,F,1,1,92
2021-08-28,07,F,1,2,271
2021-08-28,07,M,0,1,5150
2021-08-28,07,M,0,2,4470
2021-08-28,07,M,1,1,83
2021-08-28,07,M,1,2,229
2021-08-28,07,U,NA,1,12
2021-08-28,07,U,NA,2,22
2021-08-28,08,F,0,1,6193
2021-08-28,08,F,0,2,7919
2021-08-28,08,F,1,1,193
2021-08-28,08,F,1,2,902
2021-08-28,08,M,0,1,7180
2021-08-28,08,M,0,2,9817
2021-08-28,08,M,1,1,132
2021-08-28,08,M,1,2,793
2021-08-28,08,U,NA,1,90
2021-08-28,08,U,NA,2,68
2021-08-28,09,F,0,1,3101
2021-08-28,09,F,0,2,5412
2021-08-28,09,F,1,1,64
2021-08-28,09,F,1,2,460
2021-08-28,09,M,0,1,4307
2021-08-28,09,M,0,2,5408
2021-08-28,09,M,1,1,85
2021-08-28,09,M,1,2,441
2021-08-28,09,U,NA,1,21
2021-08-28,09,U,NA,2,25
2021-08-28,10,F,0,1,5122
2021-08-28,10,F,0,2,5416
2021-08-28,10,F,1,1,113
2021-08-28,10,F,1,2,198
2021-08-28,10,M,0,1,6980
2021-08-28,10,M,0,2,6791
2021-08-28,10,M,1,1,109
2021-08-28,10,M,1,2,203
2021-08-28,10,U,NA,1,70
2021-08-28,10,U,NA,2,61
2021-08-28,11,F,0,1,18691
2021-08-28,11,F,0,2,14946
2021-08-28,11,F,1,1,373
2021-08-28,11,F,1,2,1165
2021-08-28,11,M,0,1,20772
2021-08-28,11,M,0,2,16205
2021-08-28,11,M,1,1,371
2021-08-28,11,M,1,2,1207
2021-08-28,11,U,NA,1,137
2021-08-28,11,U,NA,2,133
2021-08-28,12,F,0,1,13962
2021-08-28,12,F,0,2,13441
2021-08-28,12,F,1,1,445
2021-08-28,12,F,1,2,1102
2021-08-28,12,F,NA,1,1
2021-08-28,12,M,0,1,14573
2021-08-28,12,M,0,2,14957
2021-08-28,12,M,1,1,368
2021-08-28,12,M,1,2,990
2021-08-28,12,U,NA,1,122
2021-08-28,12,U,NA,2,169
2021-08-28,13,F,0,1,34640
2021-08-28,13,F,0,2,39968
2021-08-28,13,F,1,1,633
2021-08-28,13,F,1,2,1545
2021-08-28,13,M,0,1,33953
2021-08-28,13,M,0,2,39053
2021-08-28,13,M,1,1,520
2021-08-28,13,M,1,2,1340
2021-08-28,13,U,0,2,4
2021-08-28,13,U,NA,1,399
2021-08-28,13,U,NA,2,573
2021-08-28,14,F,0,1,27844
2021-08-28,14,F,0,2,22173
2021-08-28,14,F,1,1,847
2021-08-28,14,F,1,2,1603
2021-08-28,14,M,0,1,28036
2021-08-28,14,M,0,2,21544
2021-08-28,14,M,1,1,761
2021-08-28,14,M,1,2,1309
2021-08-28,14,U,0,1,7
2021-08-28,14,U,1,1,5
2021-08-28,14,U,1,2,2
2021-08-28,14,U,NA,1,271
2021-08-28,14,U,NA,2,320
2021-08-28,15,F,0,1,9946
2021-08-28,15,F,0,2,5634
2021-08-28,15,F,1,1,184
2021-08-28,15,F,1,2,340
2021-08-28,15,M,0,1,12497
2021-08-28,15,M,0,2,6694
2021-08-28,15,M,1,1,166
2021-08-28,15,M,1,2,254
2021-08-28,15,U,NA,1,49
2021-08-28,15,U,NA,2,46
2021-08-28,16,F,0,1,3850
2021-08-28,16,F,0,2,3259
2021-08-28,16,F,1,1,93
2021-08-28,16,F,1,2,223
2021-08-28,16,M,0,1,5055
2021-08-28,16,M,0,2,3294
2021-08-28,16,M,1,1,97
2021-08-28,16,M,1,2,188
2021-08-28,16,U,NA,1,23
2021-08-28,16,U,NA,2,20
2021-08-28,17,F,0,1,2537
2021-08-28,17,F,0,2,3521
2021-08-28,17,F,1,1,40
2021-08-28,17,F,1,2,91
2021-08-28,17,M,0,1,2876
2021-08-28,17,M,0,2,3675
2021-08-28,17,M,1,1,24
2021-08-28,17,M,1,2,68
2021-08-28,17,U,NA,1,8
2021-08-28,17,U,NA,2,36
2021-08-28,18,F,0,1,2006
2021-08-28,18,F,0,2,2877
2021-08-28,18,F,1,1,36
2021-08-28,18,F,1,2,116
2021-08-28,18,M,0,1,2559
2021-08-28,18,M,0,2,3226
2021-08-28,18,M,1,1,35
2021-08-28,18,M,1,2,121
2021-08-28,18,U,NA,1,8
2021-08-28,18,U,NA,2,17
2021-08-28,19,F,0,1,3853
2021-08-28,19,F,0,2,3417
2021-08-28,19,F,1,1,66
2021-08-28,19,F,1,2,197
2021-08-28,19,M,0,1,4137
2021-08-28,19,M,0,2,4214
2021-08-28,19,M,1,1,54
2021-08-28,19,M,1,2,185
2021-08-28,19,U,NA,1,23
2021-08-28,19,U,NA,2,20
2021-08-28,20,F,0,1,4718
2021-08-28,20,F,0,2,6616
2021-08-28,20,F,1,1,98
2021-08-28,20,F,1,2,343
2021-08-28,20,M,0,1,5266
2021-08-28,20,M,0,2,7308
2021-08-28,20,M,1,1,114
2021-08-28,20,M,1,2,296
2021-08-28,20,U,NA,1,47
2021-08-28,20,U,NA,2,48
2021-08-28,21,F,0,1,6079
2021-08-28,21,F,0,2,8009
2021-08-28,21,F,1,1,90
2021-08-28,21,F,1,2,214
2021-08-28,21,M,0,1,6902
2021-08-28,21,M,0,2,9385
2021-08-28,21,M,1,1,63
2021-08-28,21,M,1,2,204
2021-08-28,21,U,0,1,24
2021-08-28,21,U,0,2,168
2021-08-28,21,U,1,2,22
2021-08-28,21,U,NA,1,51
2021-08-28,21,U,NA,2,41
2021-08-28,22,F,0,1,10264
2021-08-28,22,F,0,2,9962
2021-08-28,22,F,1,1,396
2021-08-28,22,F,1,2,811
2021-08-28,22,M,0,1,10989
2021-08-28,22,M,0,2,10879
2021-08-28,22,M,1,1,358
2021-08-28,22,M,1,2,738
2021-08-28,22,U,NA,1,67
2021-08-28,22,U,NA,2,68
2021-08-28,23,F,0,1,22927
2021-08-28,23,F,0,2,23871
2021-08-28,23,F,1,1,347
2021-08-28,23,F,1,2,917
2021-08-28,23,M,0,1,27422
2021-08-28,23,M,0,2,26800
2021-08-28,23,M,1,1,287
2021-08-28,23,M,1,2,866
2021-08-28,23,U,NA,1,348
2021-08-28,23,U,NA,2,305
2021-08-28,24,F,0,1,5474
2021-08-28,24,F,0,2,5438
2021-08-28,24,F,1,1,109
2021-08-28,24,F,1,2,340
2021-08-28,24,F,NA,1,1
2021-08-28,24,M,0,1,5981
2021-08-28,24,M,0,2,6125
2021-08-28,24,M,1,1,84
2021-08-28,24,M,1,2,276
2021-08-28,24,U,NA,1,21
2021-08-28,24,U,NA,2,36
2021-08-28,25,F,0,1,4520
2021-08-28,25,F,0,2,4515
2021-08-28,25,F,1,1,63
2021-08-28,25,F,1,2,147
2021-08-28,25,M,0,1,4868
2021-08-28,25,M,0,2,4800
2021-08-28,25,M,1,1,64
2021-08-28,25,M,1,2,114
2021-08-28,25,U,NA,1,12
2021-08-28,25,U,NA,2,16
2021-08-28,26,F,0,1,8581
2021-08-28,26,F,0,2,6403
2021-08-28,26,F,1,1,245
2021-08-28,26,F,1,2,663
2021-08-28,26,M,0,1,9281
2021-08-28,26,M,0,2,6361
2021-08-28,26,M,1,1,179
2021-08-28,26,M,1,2,599
2021-08-28,26,U,NA,1,62
2021-08-28,26,U,NA,2,90
2021-08-28,27,F,0,1,24581
2021-08-28,27,F,0,2,17008
2021-08-28,27,F,1,1,803
2021-08-28,27,F,1,2,1249
2021-08-28,27,M,0,1,25594
2021-08-28,27,M,0,2,17567
2021-08-28,27,M,1,1,657
2021-08-28,27,M,1,2,970
2021-08-28,27,U,NA,1,170
2021-08-28,27,U,NA,2,174
2021-08-28,28,F,0,1,16581
2021-08-28,28,F,0,2,11846
2021-08-28,28,F,1,1,547
2021-08-28,28,F,1,2,1034
2021-08-28,28,M,0,1,16906
2021-08-28,28,M,0,2,11968
2021-08-28,28,M,1,1,403
2021-08-28,28,M,1,2,888
2021-08-28,28,U,0,1,1
2021-08-28,28,U,0,2,1
2021-08-28,28,U,1,1,3
2021-08-28,28,U,NA,1,80
2021-08-28,28,U,NA,2,88
2021-08-28,29,F,0,1,4362
2021-08-28,29,F,0,2,3685
2021-08-28,29,F,1,1,96
2021-08-28,29,F,1,2,141
2021-08-28,29,M,0,1,4547
2021-08-28,29,M,0,2,3757
2021-08-28,29,M,1,1,59
2021-08-28,29,M,1,2,118
2021-08-28,29,U,NA,1,11
2021-08-28,29,U,NA,2,13
2021-08-28,30,F,0,1,3026
2021-08-28,30,F,0,2,3568
2021-08-28,30,F,1,1,64
2021-08-28,30,F,1,2,127
2021-08-28,30,M,0,1,3290
2021-08-28,30,M,0,2,4062
2021-08-28,30,M,1,1,46
2021-08-28,30,M,1,2,104
2021-08-28,30,U,NA,1,6
2021-08-28,30,U,NA,2,27
2021-08-28,31,F,0,1,1852
2021-08-28,31,F,0,2,2250
2021-08-28,31,F,1,1,31
2021-08-28,31,F,1,2,90
2021-08-28,31,M,0,1,1972
2021-08-28,31,M,0,2,2348
2021-08-28,31,M,1,1,20
2021-08-28,31,M,1,2,73
2021-08-28,31,U,NA,1,1
2021-08-28,31,U,NA,2,14
2021-08-28,32,F,0,1,1652
2021-08-28,32,F,0,2,2323
2021-08-28,32,F,1,1,58
2021-08-28,32,F,1,2,284
2021-08-28,32,M,0,1,2038
2021-08-28,32,M,0,2,2371
2021-08-28,32,M,1,1,50
2021-08-28,32,M,1,2,281
2021-08-28,32,U,NA,1,7
2021-08-28,32,U,NA,2,14
2021-08-28,33,F,0,1,4357
2021-08-28,33,F,0,2,4320
2021-08-28,33,F,1,1,61
2021-08-28,33,F,1,2,175
2021-08-28,33,M,0,1,5821
2021-08-28,33,M,0,2,5565
2021-08-28,33,M,1,1,83
2021-08-28,33,M,1,2,146
2021-08-28,33,U,NA,1,20
2021-08-28,33,U,NA,2,37
2021-08-28,34,F,0,1,5806
2021-08-28,34,F,0,2,11036
2021-08-28,34,F,1,1,150
2021-08-28,34,F,1,2,754
2021-08-28,34,M,0,1,6748
2021-08-28,34,M,0,2,12077
2021-08-28,34,M,1,1,148
2021-08-28,34,M,1,2,683
2021-08-28,34,U,NA,1,16
2021-08-28,34,U,NA,2,47
2021-08-28,35,F,0,1,3733
2021-08-28,35,F,0,2,5174
2021-08-28,35,F,1,1,86
2021-08-28,35,F,1,2,146
2021-08-28,35,M,0,1,4190
2021-08-28,35,M,0,2,6090
2021-08-28,35,M,1,1,73
2021-08-28,35,M,1,2,160
2021-08-28,35,U,NA,1,16
2021-08-28,35,U,NA,2,28
2021-08-28,36,F,0,1,1922
2021-08-28,36,F,0,2,2198
2021-08-28,36,F,1,1,38
2021-08-28,36,F,1,2,59
2021-08-28,36,M,0,1,2238
2021-08-28,36,M,0,2,2258
2021-08-28,36,M,1,1,37
2021-08-28,36,M,1,2,50
2021-08-28,36,U,NA,1,11
2021-08-28,36,U,NA,2,12
2021-08-28,37,F,0,1,3202
2021-08-28,37,F,0,2,3725
2021-08-28,37,F,1,1,36
2021-08-28,37,F,1,2,150
2021-08-28,37,M,0,1,3415
2021-08-28,37,M,0,2,3593
2021-08-28,37,M,1,1,46
2021-08-28,37,M,1,2,100
2021-08-28,37,U,NA,1,10
2021-08-28,37,U,NA,2,19
2021-08-28,38,F,0,1,3347
2021-08-28,38,F,0,2,3831
2021-08-28,38,F,1,1,43
2021-08-28,38,F,1,2,136
2021-08-28,38,M,0,1,3964
2021-08-28,38,M,0,2,4511
2021-08-28,38,M,1,1,38
2021-08-28,38,M,1,2,114
2021-08-28,38,U,NA,1,26
2021-08-28,38,U,NA,2,35
2021-08-28,39,F,0,1,1928
